genename,WT-Day5-EEC,KO-Day5-EEC,WT-Day5-SLEC,KO-Day5-SLEC,WT-Day8-EEC,KO-Day8-EEC,WT-Day8-SLEC,KO-Day8-SLEC,WT-Day8-MPEC,KO-Day8-MPEC
1110006O24Rik,0.27055858,0.277759269,0.125450851,0.310301306,1.042792286,1.059337918,1.617919625,1.283876353,0.930245922,1.001062205
1110008F13Rik,1028.071151,634.8271879,276.1364572,724.9365969,1151.586863,1376.427435,1411.092261,1471.877648,1361.38284,1075.701782
1110008L16Rik,139.8630961,96.76839422,87.11593321,79.93819335,31.21189495,62.38957658,39.02830997,59.79133556,41.68784131,88.99037276
1110008P14Rik,1835.647464,1865.951876,1383.465916,1870.990127,5778.581017,5404.783058,4416.32633,3364.490387,6471.986609,6043.965071
1110012L19Rik,14.38430943,18.63007784,11.61816012,16.02737656,20.61553098,24.72002737,23.66090475,22.35017853,24.87384146,22.52751389
1110019D14Rik,4.155217373,7.621878543,3.070476013,4.947621883,4.61291747,5.222003394,3.989704035,3.409721018,4.522847309,6.009470223
1110020A21Rik,0.842310028,1.268359915,0.78668128,0.584287317,1.143688012,1.261438094,1.506104409,1.331253053,1.00158456,1.752885483
1110025M09Rik,0.139662909,0.682896193,0.447678779,0.334431232,0.529485532,0.380230542,0.50013731,0.128844658,0.931620259,0.647391497
1110032A03Rik,42.06267901,31.56737322,15.13176247,35.88068221,57.53689549,72.26213768,36.79109673,42.23634157,58.15688744,64.85123152
1110032F04Rik,3.397339106,3.516843943,4.519829451,0.697708585,0.247124241,0.244824885,0,0.050117762,0.131130655,0.886352213
1110034G24Rik,8.310956699,11.00214023,5.751850576,13.70594024,20.71931699,26.03763901,24.52821119,28.42761048,22.95558124,24.45100449
1110037F02Rik,71.09571127,83.59090354,122.2236212,84.83059166,51.37528374,52.18772144,48.10714041,61.14882274,36.03764543,68.72154789
1110038B12Rik,12.45567198,7.657487386,11.44700256,6.01555586,3.6448212,3.219212578,2.254014421,2.787663274,3.656841993,5.382158563
1110038F14Rik,6.938247993,9.327881338,9.798456699,12.22667785,13.21787412,15.0190871,17.42666311,18.03766395,13.51679784,20.26570997
1110046J04Rik,1.253744926,0.419796825,0.415037164,0.465499296,1.665775364,1.267580046,0.861925795,0.269350039,1.327927884,1.109544573
1110051M20Rik,8.007215938,7.356660621,7.511856654,8.390596123,7.904347378,6.919770236,2.832301682,4.04645816,7.36402607,8.990943128
1110059E24Rik,375.7505651,289.1796604,263.9958208,161.6000113,110.5217958,128.2026161,98.2435112,92.71310353,139.9752154,151.4901927
1110059G10Rik,66.04139082,68.19962775,73.16187343,57.81996428,74.41391217,65.99830725,56.53228278,51.55375306,76.11429825,66.01034229
1110065P20Rik,6.192606267,5.986718358,2.830101099,6.194217561,10.94948244,13.12385556,12.14152315,19.29517131,8.561905566,12.24846524
1190002N15Rik,58.44073529,50.45045891,92.19044454,42.86440839,31.37687107,26.64899896,25.41892967,18.40293449,34.70065947,34.92245926
1190007I07Rik,16.19944429,10.79786072,7.492704202,7.416977449,8.151197629,8.66472689,4.162776609,4.605537993,9.733554499,12.21415429
1300002E11Rik,50.409691,57.13777057,49.91785876,54.88085872,87.36619726,86.03712175,84.57319078,76.01632675,93.36056848,88.55306675
1300017J02Rik,0,0.017880599,0.114192641,0,0.270206229,0.130287246,0.030206793,0.153544788,0,0.073795438
1500002C15Rik,0.726902648,1.466387108,0.52336984,0.691822632,0.691003112,0.659661157,1.845751999,1.455314108,1.285016226,2.132389178
1500004A13Rik,4.469425538,6.430633069,3.560320681,9.872267414,13.76053539,21.54892145,15.16851499,21.08217151,10.82373722,15.51767388
1500009C09Rik,0.032233785,0,0,0,0.290064759,0.027990488,0.083818818,0.025820677,0,0
1500009L16Rik,1851.419231,301.749888,1360.328534,285.2255783,338.855202,119.3294912,187.3362654,89.09965004,254.6662262,77.9408085
1500011B03Rik,10.47681024,9.582423847,7.322003501,13.39342146,26.79202811,36.41586399,31.24540871,34.05815653,32.02878896,33.95583472
1500011K16Rik,21.82899296,19.19598154,17.94276192,12.8794833,18.67579566,23.98009503,10.44730637,10.52654179,21.29821183,41.96011877
1500015A07Rik,2.262531129,3.292415971,2.881640193,2.427685873,1.947630427,3.077741926,3.336226884,1.872339459,2.730725895,3.130954901
1500026H17Rik,1.135203521,2.984922344,1.784908892,1.361533036,8.781738491,7.250995037,5.134823508,4.537094407,7.205194145,11.72335077
1520401A03Rik,0.160765378,0,0.078475354,0,0.87364538,0.241163719,0.071963241,0.069482757,0.035439385,0.241204147
1600002H07Rik,12.14231006,8.918163691,20.68260311,15.39419578,4.367788949,4.587761106,4.453390857,6.901438157,5.156982521,10.17375615
1600002K03Rik,34.27879998,39.05091378,34.00575206,41.91519204,70.70200285,68.52756158,58.44449292,51.25484888,75.68448478,78.15263045
1600010M07Rik,0.013166785,0.057930115,0.117403045,0.118104442,0.100132134,0.165085128,0.023575337,0.121468892,0.046440123,0.351849721
1600012H06Rik,29.02340617,28.4878347,35.86115354,28.52342889,27.804988,27.78744061,30.45867363,24.3712188,28.93429868,27.44623952
1600014C10Rik,11.35717847,23.05637624,15.17276627,38.53515476,36.97587612,56.86184514,45.40666205,58.08998058,42.03398438,74.11453934
1600020E01Rik,6.376567163,7.7637723,6.707845714,6.938704841,16.7323448,15.12720195,15.45010686,12.75084844,18.41551015,18.80656208
1600023N17Rik,0.387199586,0.288589624,0.368179497,1.2007801,0.661297795,0.394836583,0.527448444,0.545652353,0.072270799,0.083875842
1700001C02Rik,0,0,0,0,0.650100134,0.131625077,0.05466796,0.055633284,0,0
1700001G11Rik,1.821312332,2.011263669,1.088764237,1.642643058,1.561648849,1.998779113,1.028283049,1.398043072,1.359708742,2.458020903
1700001G17Rik,0.163624061,0.014199299,0.016130985,0.100374543,0.444796663,0.320067715,0.09828657,0.202320241,0.162773241,0.216007471
1700001J03Rik,0.045446229,0,0.044367872,0.022317702,0.256902955,0,0.018002817,0.083851953,0,0.037316495
1700001K19Rik,0.130702592,0.023637994,0.049933582,0.020365484,0.352581879,0.058371419,0.074254245,0.124260315,0.041315397,0
1700001L05Rik,0.038792714,0,0.472440902,0.099248513,0.412557504,0,0.235373288,0.306570091,0.029701253,0.082974643
1700001O22Rik,0.222426032,0.13655277,0.132631059,0.080203342,2.173808556,3.340755437,1.774402353,2.895915351,2.054356928,2.12404771
1700007K09Rik,0.174666144,0.706773215,1.102705002,0.285916421,0.164561688,0.052836269,0.046127519,0,0,0.747511679
1700007L15Rik,2.85729139,3.653346796,1.998058679,3.180769702,4.863104235,7.834520213,3.529552101,4.820820272,5.876171067,6.403292189
1700007P06Rik,0,0.018759692,0,0,0.155041591,0,0.013037696,0.030362921,0,0
1700008H02Rik,0,0,0,0,0.360935118,0.121796911,0.075879029,0,0,0.104855419
1700008J07Rik,0.245444559,0.154927723,0.295155609,0.184162319,0.130462339,0.270829919,0.137178709,0.192456944,0.071718354,0.26517686
1700010I14Rik,1.307823056,3.388425836,2.780125945,2.806010899,4.002162508,4.282201743,4.048274203,4.092132184,6.15689075,6.854565732
1700012B07Rik,0.736448304,0.066594549,0.0760415,0.057375014,0.669682437,0.504158949,0.768277241,0.235497135,0.161219036,0.191868718
1700012I11Rik,0.309675946,0.22431497,0.311744019,0.11760892,0.3805643,0.108668408,0.06324701,0.069005213,0.039765478,0.043499184
1700014D04Rik,0,0.099309121,0,0,1.149051987,0.348481573,0,0,0,0.166468025
1700016P03Rik,0.135225681,0.271957005,0.076058752,0.085742852,0,0.206869164,0.09090107,0.112009555,0,0.330790832
1700017B05Rik,23.52252016,11.3972586,30.9021937,15.01084732,13.74968363,6.293590029,6.984695212,6.575139851,12.80538721,6.823122662
1700017D01Rik,0.247620144,0,0.040823831,0,0.031943622,0.032337954,0,0.060586249,0,0.01847472
1700018B08Rik,0,0,0.065788619,0,0.308867645,0,0.021644312,0.044053012,0,0.067296956
1700018L02Rik,0.442341933,0.561192992,0.247532105,0.530697395,0.781710011,0.466408654,0.491877751,1.492552442,0.614429423,0.868542581
1700019A02Rik,0.219878516,0.216834184,0.284639778,0.104052295,0,0.120930563,0,0.506533938,0.040156463,0.120950836
1700019D03Rik,0.291088327,0.734516547,0.353202564,0.122104056,0.261042132,0.480386562,0.101242597,0.392664268,0.021077877,0.393562857
1700019O17Rik,0,0.018704673,0,0,0.365794504,0.017649105,0,0,0.015561381,0
1700020D05Rik,0.101499865,0.345203944,0.221133976,0.090973008,0.106923856,0.048310754,0.0992531,0.05567611,0.046283027,0.188948995
1700020I14Rik,898.3497545,877.9453532,813.4897296,910.1359161,917.4987948,772.7324151,921.164405,864.4550567,851.421066,735.1776677
1700020L24Rik,1.507640084,1.186973923,0.790936017,1.220821577,4.363558382,3.329936925,6.586348311,5.950918706,3.868096922,1.685926965
1700021A07Rik,11.28569302,11.38109715,8.817638529,7.15727672,10.51269029,9.429262823,5.670715836,6.455879236,8.016130647,10.06716064
1700021F05Rik,146.4455592,144.2096375,115.6594688,144.6734242,87.42630989,98.04323596,146.1781575,149.169755,80.36480595,107.707024
1700021F07Rik,0,0,0,0,0.911367529,0,0,0,0.070797111,0.219353992
1700022N22Rik,0.797002001,1.541321616,1.476294833,0.923846436,3.684054713,4.698705811,3.209839153,2.955133196,3.583752738,6.778008827
1700023F06Rik,0,0,0,0,0.269873052,0.114584981,0.028594172,0.128797187,0,0.031216431
1700023H06Rik,0.810573551,0.996289877,0.601149139,1.004210751,1.954309609,0.819418861,1.181129676,0.61353571,1.574938113,1.221793662
1700024P16Rik,0.23606507,0,0,0,0.482794952,0.679513232,0.162396,0.826317889,0.18074086,0.475843654
1700025G04Rik,35.46349234,81.44080715,62.21278409,108.8534526,41.38523256,56.29458117,85.46303763,109.6312412,46.67641383,61.41761284
1700025N21Rik,0,0,0,0.145732213,0.877595685,0.831179275,0.320684686,0.234362641,0.149336312,0.323631641
1700026D11Rik,0.279692643,0.812733578,0.703005714,0.915086913,2.323792967,2.229580576,1.564622573,2.551586872,1.261078407,2.382961207
1700027F09Rik,0.156319883,6.523439858,0.420575239,8.136173815,1.749239529,6.295288907,2.497355681,4.762576242,1.489140716,8.946690525
1700028E10Rik,2.063332236,2.881890588,3.501108782,3.958115934,3.212159171,4.106414175,2.990810593,4.235097411,4.862339507,4.601674563
1700028J19Rik,3.295505736,2.507039848,1.335548025,3.623052389,2.10421602,2.608070417,2.015313692,1.926106747,1.64781742,1.417519067
1700028N14Rik,0.268303336,0.37695278,0.534786509,0.831944494,0.639523837,0.316773503,0.106284196,0.687964137,0.599131431,0.916262103
1700029B22Rik,0,0,0,0,0.219866438,0.021216534,0.021177966,0,0.018706817,0.017420044
1700029I15Rik,0.242265787,0.440890902,0.696410125,0.674527437,2.219180853,0.366425339,1.429301979,1.014205932,1.132825971,1.763781535
1700029J07Rik,0.409220245,0.157625726,0.103422057,0.296732547,0.376440433,0.55692679,0.058862622,0.099318256,0.134250247,0.53624125
1700030C10Rik,0.081919648,0.387920765,0.153632152,0.238590992,0.237451445,0.290502765,0.151420834,0.568322368,0.15978737,0.778676782
1700030J22Rik,0.124052742,0.17556167,0.099901189,0.198480985,0.613765585,0,0.042669737,0.043423197,0.905981676,0.132669656
1700030K09Rik,1.534112626,1.053307811,1.377188222,1.974206817,1.288537583,2.024607067,1.518890542,1.88762055,1.351085803,1.714922108
1700030M09Rik,0,0.380256123,0,0,0.845046506,0.081396414,0.089536189,0.330983189,0,0.147296899
1700034P13Rik,0.599946348,0.43291721,0.329976362,0.120588539,0.152729703,0.310003668,0.057637071,0.05377883,0.028384246,0.026431799
1700037C18Rik,0.708104401,1.996774329,0.585400655,1.236428727,2.539214983,3.891556505,3.158490237,2.669450104,2.824224188,3.81770346
1700037H04Rik,9.000460487,7.626553251,7.279156852,16.96673128,18.81077772,40.03062882,39.44713384,52.20692527,25.7561313,27.81031545
1700040L02Rik,0.741193063,0.632431872,0.254480252,0.555714292,0.208563469,0.812394802,0.223357047,0.295835578,0.361075447,1.540713353
1700041G16Rik,0.275559522,0.357053623,0.585343037,0.929379385,2.537287975,2.272850098,2.04975965,2.50125392,2.50059712,1.777660181
1700047A11Rik,0,0.42527614,1.365165537,0.605743149,0.09324957,0.272103109,0.402813007,0.167105549,0.170462947,0.210678433
1700047K16Rik,0.268132404,0.406994762,0.101625291,0.198143375,0.298918586,0.524381216,0.155869199,0,0.241386652,0.52525882
1700048O20Rik,55.62805877,43.27959482,59.95277265,34.47751333,36.20372225,26.1595953,21.0857168,16.20179489,27.94468252,24.87048896
1700052K11Rik,3.330439844,3.459792346,3.182783299,4.250443346,2.89529564,4.374529836,1.485879703,3.818554718,4.479995546,7.516330194
1700055D18Rik,0.261825037,0.614297223,0.529496353,0.742572374,0.645001845,0.675572801,1.089074175,0.536562136,0.822244504,0.93007502
1700056E22Rik,0.287268037,0.369800185,1.047072906,1.328102205,1.018337574,1.405687654,0.505600568,1.030885096,1.709273991,2.007128898
1700056N10Rik,0.249196612,0.372888798,0.457781178,0.354829444,0.277203361,0.41569135,0.265507063,0.281684817,0.397000993,0.364619339
1700061G19Rik,0.067723168,0.051549512,0.048290756,0.034120357,0.139919152,0.071389471,0.102203737,0.105600008,0.123486924,0.153399024
1700064M15Rik,1.865733886,0.115812386,1.917498378,0.349672336,0.287143354,0.101598126,0.080487813,0.081909062,0,0.110713666
1700066B19Rik,7.122032892,8.505192305,5.866118993,6.272912987,8.24834383,7.454637862,5.060710859,5.237738373,7.256417781,7.497903206
1700066M21Rik,64.71844389,70.57071033,113.58298,65.29448713,26.84352845,26.00391551,27.27312288,19.42413331,28.35468055,44.71241318
1700080E11Rik,0,0,0.013096219,0.01731451,0.104494597,0.010061544,0,0,0,0
1700082M22Rik,0.105749214,0,0,0.055093069,0.301608239,0,0,0.088599198,0,0
1700084C06Rik,0.573923803,0.82094805,0.112333847,0.58465972,0.979515672,1.525673681,3.206426133,1.870380191,2.224335023,1.962475602
1700084E18Rik,2.000195083,4.093554143,2.339311937,2.535625177,6.539973273,4.35404856,4.32866587,3.618895078,5.87299961,5.202161322
1700086O06Rik,6.917324335,4.486240426,2.675082806,3.639848404,3.425984803,4.470512515,2.157783631,3.539494278,2.697342324,3.937872454
1700094J05Rik,0.105597627,0,0,0,0,0,0,0.234647754,0,0
1700095A21Rik,0.023457352,0,0.030534335,0,0.221003412,0,0.018584531,0.018912695,0.062051726,0
1700095J03Rik,0,0,0,0,0.310038524,0.04476139,0,0.078404827,0,0
1700096K18Rik,9.634288784,9.404547458,6.98078702,12.41773275,25.69621611,40.68844587,27.47188514,35.22235296,30.89494816,37.95404734
1700097N02Rik,17.50042195,27.83736886,19.19881935,22.66615404,15.30667974,17.11033208,10.48022034,10.94452817,12.41309602,23.0499114
1700102P08Rik,0.451582839,0.424122512,0.617057625,0.241395341,0.227229945,0.447557702,0.566686999,0.510313459,0.276492416,0.518110104
1700109H08Rik,0.515525222,0.370082038,0.574424218,0.325657357,0.345360538,0.168819502,0.279210968,0.305828723,0.404267521,0.633090352
1700113A16Rik,6.140295138,5.867615175,4.895282202,5.136817563,7.978142259,8.69325294,5.835559857,6.600270758,8.762915402,13.67892578
1700120C14Rik,1.391801659,1.298225292,1.066823575,1.473503202,1.020874766,1.395416193,0.948694829,1.343006523,0.57404569,1.503612905
1700121N20Rik,0,0,0,0,0.879733555,0.084891979,0.134505822,0,0,0
1700123M08Rik,3.301451441,2.77491571,3.698828684,3.3431999,1.736448629,2.271112669,1.424602219,2.538597107,2.475267001,3.050834276
1700123O20Rik,220.0568496,210.3762963,134.4709935,185.8916647,246.3610992,279.210399,259.3499128,252.2608925,292.9625286,203.1275883
1700129C05Rik,0.018794982,0,0,0,0.195208759,0.018796202,0,0.030307237,0,0.020482626
1810006J02Rik,0.040310192,0.323700594,0.085352496,1.44531266,0.805691242,1.144974677,0.894115605,1.253982012,0.963688537,0.604406553
1810009A15Rik,0.707329789,0.24105668,0.035659399,0.484785556,0.682183108,0.990343527,0.850785116,0.618861706,0.749758582,0.748424784
1810010H24Rik,0.498133784,1.17593134,0.991540851,2.053026006,1.211189281,1.548082301,1.77871872,0.939151567,0.494296296,3.157202008
1810011H11Rik,0.047964069,0.05083603,0,0.123817218,0.29481319,0.11769796,0,0.105044627,0.12962491,0
1810011O10Rik,0,0,0,0,1.017986256,0.098054285,0,0,0,0.441974527
1810012K16Rik,0.049130625,0.084011946,0.059156422,0.126828634,0.372524893,0.234299133,0.131953746,0.101886482,0.287216026,0.21453904
1810013L24Rik,28.21300856,32.80193745,35.36503824,24.59140274,28.46402756,24.32083019,22.25095347,20.46195519,31.39827427,34.90848322
1810014B01Rik,31.98671872,21.79286572,18.07356511,22.97966427,14.91640681,15.34719678,12.75308406,12.85993066,15.79783589,20.8478761
1810019N24Rik,0.107541926,0.469340849,0.230946205,0.604391276,0.265335719,0.084740974,0.3526419,0.251198582,0.268396082,0.314123073
1810022K09Rik,1543.05803,1448.899545,1839.022718,962.3948391,712.6872896,682.8811313,471.382862,470.9403004,769.0836282,836.0032338
1810024B03Rik,9.626179248,9.551478782,6.560976362,6.301567203,6.442946062,6.263792922,4.676791694,4.158933775,4.929121506,6.471911218
1810026B05Rik,172.6993443,213.8939435,204.0506132,179.4919103,295.3998686,332.5944534,264.5106442,299.8543967,341.027762,389.1845892
1810026J23Rik,54.40176834,60.74193807,82.76392792,59.63141423,41.46672052,38.66842445,40.04780573,33.342722,36.66593903,48.96278667
1810030O07Rik,146.9729508,155.7537508,178.5536296,149.0832771,92.88412578,104.0610261,107.0879047,121.5449933,104.7247975,142.1796294
1810032O08Rik,3.175071962,4.05479292,1.733562956,2.789159693,4.453443545,3.612247223,2.637337673,1.670157042,3.931163545,6.690234991
1810034E14Rik,6.769007896,7.269566433,6.167408996,9.350670836,7.823744904,11.4662474,11.48412283,9.883385101,12.73385529,13.9155729
1810037I17Rik,2583.336616,2595.829455,2329.428197,2373.89771,2742.433688,1824.059394,1973.48105,1648.113491,2222.229913,1835.738416
1810041H14Rik,29.26264992,110.2858269,24.16560424,29.64209448,59.20522918,121.4689195,15.35725106,18.46142144,64.0098108,190.6262974
1810041L15Rik,0.05242464,0,0.029626881,0,0.214435381,0.2191894,0.094849176,0.062991657,0.082882496,0.086985252
1810043G02Rik,2.42638278,4.08698977,3.448500928,5.020193983,6.976247791,14.33914029,9.745955302,12.87353681,10.0934709,15.62735693
1810044D09Rik,3.598135556,4.120047095,2.364887233,2.621381585,1.802788859,3.276324666,1.219750417,1.740079447,1.431997282,5.830885241
1810055G02Rik,7.440486737,5.015775709,8.002917581,5.152050176,1.816184252,6.63698105,2.656955634,4.9488335,2.788175184,3.834476878
1810058I24Rik,413.980789,380.4346214,235.0710996,399.3919992,1052.059302,995.1650346,950.5099105,932.6936082,1034.98274,1038.790037
1810059C17Rik,0.110680452,0.084115719,0.310954836,0.421680066,0.314497975,0.351882817,0.315093349,0.544287079,0.403048495,0.251706106
1810059H22Rik,0.186614874,1.11903889,0,0.058154963,0.893912186,0.112949302,0.177322733,0.102364572,0,1.259636953
1810062G17Rik,1.687801637,2.184650682,1.006229183,0.368530927,1.758631097,2.911963314,0.316265322,1.015972018,2.820378062,4.480707328
1810062O18Rik,0.415384807,0.754800535,0.84654865,1.162406406,2.31385059,3.49398834,5.56578715,5.128200354,3.06902199,4.690561417
2010001A14Rik,0.699400983,1.473114046,0.601640789,2.343168054,3.544405502,6.081968463,4.020652272,7.431217309,5.535780683,8.715480709
2010005H15Rik,0.163466648,0.771136457,0.056967674,0.912519195,0.318437035,2.117873428,0.074968961,0.397968614,0.774219796,2.392370933
2010008C14Rik,3.68228443,3.497898452,3.900090016,3.324697064,5.300125772,2.707242454,2.418417606,1.050035536,4.790148569,7.239732173
2010015M23Rik,5.945894457,6.591635117,6.389191934,5.977672795,3.512695396,3.31048662,4.409068695,3.86198574,2.983621388,2.472706105
2010016I18Rik,0.72565843,3.334591932,1.102173196,2.098937625,2.788097499,6.832781664,1.800099933,4.328110953,2.986941614,9.932694
2010107E04Rik,1542.374448,1537.244875,1552.831236,1403.589253,800.3812178,634.5583814,486.7275933,474.6529196,657.9141111,753.3700317
2010107G23Rik,0.096433386,0.204366036,0.469629631,0.044018258,0.596209467,0.643270489,0.231509838,0.124038877,0.589181299,2.103591639
2010109A12Rik,0.904775284,1.269718182,1.040170102,0.698347497,1.36635517,1.993105726,0.837821533,1.424831516,1.561993704,1.865393236
2010109I03Rik,0.022609049,0.214359915,0.025554228,0.019281237,0.05548742,0.260320562,0.039194152,0.036221682,0.13690526,0.37573113
2010110K18Rik,0.689710551,0.718698561,0.615130835,0.876148407,0.115352513,0.197497919,0.088266271,0.168666019,0.050828524,0.079663358
2010111I01Rik,68.64962198,44.60517762,50.99985287,50.53152303,73.83809347,61.44860606,88.77695711,69.08534049,81.17277668,39.77502494
2010204K13Rik,7.581854115,2.311908839,4.990461289,2.13434282,0.321503117,0.661367535,0.240987764,0.160743481,0.47398548,0.902422999
2010300C02Rik,0.658089857,0.355963436,0.714856207,0.24679237,3.163527129,1.883502486,1.573288564,0.651025401,4.373252979,3.111153426
2010300F17Rik,0.421240947,0.509624537,0.731267528,0.725885003,0.582900079,0.70862652,0.384205492,0.680965437,0,0.675565552
2010315B03Rik,37.45743438,39.54971789,36.19505149,34.28342086,34.3255048,42.19573898,31.55120828,43.45459881,41.57429433,48.65357548
2010320M18Rik,10.28959875,19.12924777,9.99915967,14.95917939,21.84036846,21.08181901,22.77864282,18.55627507,20.01353541,32.42071948
2200002D01Rik,0.068670699,0.116162067,0.047428966,0.108461972,0.152744614,0.323707822,0.321626838,0.381356603,0.176157206,0.499486438
2210011C24Rik,1.245470821,0.65132929,1.107444019,0.475490089,1.797734814,1.638933618,1.634018994,1.187612573,1.964151808,0.953134538
2210013O21Rik,257.4300404,251.5888748,145.8383052,189.3119895,606.9347257,729.9368906,449.6693472,433.747212,746.3321983,783.5078182
2210016F16Rik,120.9133387,154.9997362,115.9260673,166.0863566,156.2683672,216.5252494,207.7383211,220.3987499,178.3728859,223.0389758
2210016L21Rik,6.103930871,9.291080278,5.37493671,8.555450296,11.77984881,13.63250819,10.84493467,11.02708928,12.13351785,18.5998955
2210406O10Rik,0.92374075,1.073174143,2.761569331,1.687869406,2.584295568,1.338406648,0.571413708,1.467751,0.948825003,0.625973214
2210408F21Rik,0.448960694,1.122422477,0.203590562,1.620941031,0.715133543,2.12332061,1.739735665,4.415930685,0.118025517,1.163236806
2210408I21Rik,34.82379446,21.90831945,27.51891668,17.14162513,10.34856494,6.426566119,4.365023077,6.860580053,5.866762211,6.206040009
2210414B05Rik,0,0,0,0,0.094474984,0.04550001,0,0.046254306,0,0.73801769
2210417A02Rik,13.26685975,16.00075473,11.31107803,12.36084709,13.73578138,17.50030369,7.652664848,10.38417381,8.690401776,14.55435207
2210418O10Rik,1.298954147,0,0.273287782,0.843673777,0.205508963,0.317116812,0.58584159,0.263801017,0.30099266,1.579375853
2300009A05Rik,31.24934821,24.32124391,40.68896481,33.21976447,37.43315075,39.26917758,28.80270912,29.67820246,40.32050447,61.62749015
2310001H17Rik,220.4521857,600.5085143,176.5091588,143.5707882,421.115633,618.9776805,181.1194873,151.0395299,423.9620551,1095.275781
2310002F09Rik,0.124542082,0.061448959,0,0.032441875,0.125598938,0.07191849,0.014934985,0.130357697,0.052024428,0.247375403
2310007B03Rik,0,0,0,0,4.497268048,0.17327401,0,0.153944155,0.358581965,0.835202616
2310009A05Rik,92.98848504,119.9247702,87.17963164,97.15899372,134.5573852,110.5646975,82.9681512,84.91288853,109.699158,133.8197244
2310009B15Rik,36.62279612,19.77032727,22.36982938,25.88350491,21.51051047,23.92690912,17.46070756,21.32359729,17.98116215,23.98615501
2310010J17Rik,10.8492171,14.31658177,14.96205009,9.70634862,15.90213852,11.29805293,6.678221685,5.963733424,15.10521014,18.17347918
2310011J03Rik,9.102326162,10.75585025,12.34967065,15.88445855,12.50637087,14.49386343,12.9384009,16.93088732,10.09183967,17.46565203
2310015A10Rik,0.190612956,0.309520225,0.198609369,0.133474746,1.366419548,2.115631773,0.819386436,0.835059679,1.530510852,3.117818957
2310016D23Rik,0.284183036,1.082972366,1.127519621,0.438139738,0.591625193,1.032219674,0.718517566,0.583288356,1.044598629,1.82582847
2310022A10Rik,3.222379868,2.903644522,3.161253136,3.326745476,2.275377381,2.389631794,1.54904597,1.971953455,1.769583809,2.947850065
2310022B05Rik,2.534126859,2.66447233,2.415286532,1.683755456,2.181758676,2.653841342,1.457565312,2.450541703,2.403208225,4.48058593
2310031A07Rik,11.02681531,5.129429806,10.06663214,9.040179308,9.018809492,8.517122336,11.64465245,11.20363096,7.973923646,2.476415033
2310033P09Rik,34.15655034,47.9123272,37.59509631,50.52991641,50.47014758,57.23441633,65.68364356,64.72043172,55.70391926,74.11451524
